rank,e15,e16,e17,e18,e19,e20,f64,agreement_residual,universe,intersection,denominator,local_cap,pattern_count,label_sets,cell_cap,selected
1105,31,12,2,0,0,0,25,100239,262144,32767,1458184673,12,854352419880960,13884156,142343547319257000837120,0
1106,29,11,1,0,0,0,27,165775,262144,98303,1711808993,10,610251728486400,23535820,143627748363447828480000,0
1107,31,12,0,0,0,0,24,100239,294912,32767,384475617,51,73969906483200,38567100,145493043796739358720000,0
1108,30,10,0,0,0,0,27,133007,229376,65535,2658705889,5,5429884268576768,5379616,146053461446919391805440,0
1109,30,11,3,1,0,0,26,133007,262144,65535,511255009,34,240286618091520,18156204,148331557122350744862720,0
1110,32,10,2,0,0,0,5,67471,884736,-1,4553220577,13,57013784820056064,201376,149255703115006929272832,0
1111,30,9,3,0,0,0,27,133007,229376,65535,2658705889,5,5676697189875712,5379616,152692255149052091432960,0
1112,32,6,1,0,0,0,26,67471,196608,-1,4552532449,2,84359586722611200,906192,152891965222672977100800,0
1113,31,8,3,0,0,0,26,100239,229376,32767,2531893729,6,5988603628879872,4272048,153501612933293996507136,0
1114,31,7,2,0,0,0,27,100239,196608,32767,3605602785,3,46235542722969600,1107568,153627022747781981798400,0
1115,32,8,2,0,0,0,26,67471,196608,-1,4552532449,2,86460464891953152,906192,156699563202737621434368,0
1116,28,11,3,0,0,0,27,198543,294912,131071,764912097,26,64076431491072,94143280,156841501212885028700160,0
1117,31,11,1,0,0,0,26,100239,229376,32767,2531893729,6,6170323032473600,4272048,158159497021396667596800,0
1118,29,9,3,1,0,0,27,165775,262144,98303,1711808993,10,709587148734464,23535820,167007154069275725004800,0
1119,31,6,2,1,0,0,25,100239,262144,32767,1458184673,12,1004280794316800,13884156,167323094593180375449600,0
1120,29,8,3,1,0,0,27,165775,262144,98303,1711808993,10,714549296627712,23535820,168175036265564366438400,0
1121,29,11,2,0,0,0,27,165775,262144,98303,1711808993,10,732302074183680,23535820,172353298036137394176000,0
1122,31,12,4,0,0,0,24,100239,294912,32767,384475617,51,88017076224000,38567100,173122732402370150400000,0
1123,32,9,2,0,0,0,26,67471,196608,-1,4552532449,2,96067183213281280,906192,174110625780819579371520,0
1124,31,4,2,0,0,0,24,100239,294912,32767,384475617,51,92336428154880,38567100,181618561172895694848000,0
1125,31,9,0,0,0,0,27,100239,196608,32767,3605602785,3,54895533264732160,1107568,182401607960858606960640,0
1126,32,10,1,0,0,0,5,67471,884736,-1,4553220577,13,69812797738844160,201376,182762085446947260334080,0
1127,31,10,3,0,0,0,26,100239,229376,32767,2531893729,6,7404387638968320,4272048,189791396425676001116160,0
1128,31,11,2,0,0,0,26,100239,229376,32767,2531893729,6,7404387638968320,4272048,189791396425676001116160,0
1129,32,9,0,0,0,0,5,67471,884736,-1,4553220577,13,78422190378188800,201376,205300511124775921254400,0
1130,32,10,0,0,0,0,25,67471,229376,-1,4552565217,3,21719537074307072,3365856,219314502536336712400896,0
1131,32,6,1,0,0,0,5,67471,884736,-1,4553220577,13,84359586722611200,201376,220843949766083189145600,0
1132,31,9,2,0,0,0,27,100239,196608,32767,3605602785,3,67247028249296896,1107568,223441969752051793526784,0
1133,32,6,0,0,0,0,26,67471,196608,-1,4552532449,2,123727393859829760,906192,224241548993253699747840,0
1134,31,11,0,0,0,0,25,100239,262144,32767,1458184673,12,1346252297994240,13884156,224298923048526183137280,0
1135,32,8,2,0,0,0,5,67471,884736,-1,4553220577,13,86460464891953152,201376,226343813515065453182976,0
1136,32,10,0,0,0,0,6,67471,851968,-1,4553187809,12,21719537074307072,906192,236184848885285690277888,0
1137,31,12,3,1,0,0,24,100239,294912,32767,384475617,51,122050345697280,38567100,240063522264619941888000,0
1138,30,3,0,0,0,0,27,133007,229376,65535,2658705889,5,8925854721638400,5379616,240088354371007414272000,0
1139,30,7,3,1,0,0,26,133007,262144,65535,511255009,34,389883048755200,18156204,240679069757606146867200,0
1140,31,9,3,0,0,0,26,100239,229376,32767,2531893729,6,9606718321328128,4272048,246242170747159119396864,0
1141,31,8,3,1,0,0,25,100239,262144,32767,1458184673,12,1497150907219968,13884156,249440121016602744324096,0
1142,32,9,2,0,0,0,5,67471,884736,-1,4553220577,13,96067183213281280,201376,251493126127850503536640,0
1143,31,8,2,0,0,0,27,100239,196608,32767,3605602785,3,76853746570625024,1107568,255362251145202049744896,0
1144,28,10,3,1,0,0,27,198543,294912,131071,764912097,26,104887015833600,94143280,256734600199662993408000,0
1145,31,5,2,1,0,0,24,100239,294912,32767,384475617,51,139054263828480,38567100,273508904623467921408000,0
1146,31,7,3,0,0,0,25,100239,262144,32767,1458184673,12,1651269382963200,13884156,275117780533017732710400,0
1147,29,6,2,1,0,0,27,165775,262144,98303,1711808993,10,1192583443251200,23535820,280684292553404579840000,0
1148,30,4,1,0,0,0,27,133007,229376,65535,2658705889,5,10618689237811200,5379616,285622352613784682496000,0
1149,30,11,0,0,0,0,26,133007,262144,65535,511255009,34,466010410844160,18156204,287673322903952959733760,0
1150,32,8,0,0,0,0,26,67471,196608,-1,4552532449,2,158804935515832320,906192,287815524249926243450880,0
1151,31,5,0,0,0,0,27,100239,196608,32767,3605602785,3,86769860628971520,1107568,288310562991326185390080,0
1152,29,7,3,0,0,0,27,165775,262144,98303,1711808993,10,1247625756016640,23535820,293638952209715560448000,0
1153,31,9,4,1,0,0,24,100239,294912,32767,384475617,51,151154658902016,38567100,297309439112337004953600,0
1154,31,10,0,0,0,0,26,100239,229376,32767,2531893729,6,11847020222349312,4272048,303666234281081601785856,0
1155,31,6,3,0,0,0,24,100239,294912,32767,384475617,51,154504737587200,38567100,303898782914964357120000,0
1156,29,10,3,0,0,0,27,165775,262144,98303,1711808993,10,1305260641484800,23535820,307203795110707855360000,0
1157,28,10,2,1,0,0,27,198543,294912,131071,764912097,26,125864419000320,94143280,308081520239595592089600,0
1158,31,10,3,1,0,0,25,100239,262144,32767,1458184673,12,1851096909742080,13884156,308411019191723501813760,0
1159,32,9,1,0,0,0,26,67471,196608,-1,4552532449,2,176449928350924800,906192,319795026944362492723200,0
1160,32,6,0,0,0,0,5,67471,884736,-1,4553220577,13,123727393859829760,201376,323904459656922010746880,0
1161,31,5,2,0,0,0,25,100239,262144,32767,1458184673,12,1946759693598720,13884156,324349383365241958563840,0
1162,29,9,2,1,0,0,27,165775,262144,98303,1711808993,10,1419174297468928,23535820,334014308138551450009600,0
1163,32,7,0,0,0,0,26,67471,196608,-1,4552532449,2,184522800889856000,906192,334426171967960776704000,0
1164,28,11,1,0,0,0,27,198543,294912,131071,764912097,26,142392069980160,94143280,348536669361966730444800,0
1165,31,11,4,1,0,0,24,100239,294912,32767,384475617,51,177990087475200,38567100,350092636635904081920000,0
1166,32,7,1,0,0,0,26,67471,196608,-1,4552532449,2,193748940934348800,906192,351147480566358815539200,0
1167,31,6,2,0,0,0,26,100239,229376,32767,2531893729,6,14059931120435200,4272048,360388203739157731737600,0
1168,31,10,2,1,0,0,25,100239,262144,32767,1458184673,12,2221316291690496,13884156,370093223030068202176512,0
1169,28,6,3,0,0,0,27,198543,294912,131071,764912097,26,155953219502080,94143280,381730637872630228582400,0
1170,30,10,2,0,0,0,27,133007,229376,65535,2658705889,5,14253446205014016,5379616,383390336298163403489280,0
1171,28,2,1,0,0,0,27,198543,294912,131071,764912097,26,159390262886400,94143280,390143575852887048192000,0
1172,31,9,3,1,0,0,25,100239,262144,32767,1458184673,12,2401679580332032,13884156,400143527464133569019904,0
1173,31,6,1,0,0,0,27,100239,196608,32767,3605602785,3,120513695318016000,1107568,400431337487953035264000,0
1174,31,9,1,0,0,0,27,100239,196608,32767,3605602785,3,123514949845647360,1107568,410403617911931865661440,0
1175,32,7,2,0,0,0,25,67471,229376,-1,4552565217,3,41098260198195200,3365856,414992477032969509273600,0
1176,32,8,0,0,0,0,5,67471,884736,-1,4553220577,13,158804935515832320,201376,415733535027671240540160,0
1177,28,11,2,0,0,0,27,198543,294912,131071,764912097,26,170870483976192,94143280,418244003234360076533760,0
1178,32,7,2,0,0,0,6,67471,851968,-1,4553187809,12,41098260198195200,906192,446914975266274856140800,0
1179,32,8,1,0,0,0,26,67471,196608,-1,4552532449,2,247029899691294720,906192,447713037722107489812480,0
1180,30,6,2,0,0,0,27,133007,229376,65535,2658705889,5,16696168205516800,5379616,449094868085447327744000,0
1181,29,3,1,0,0,0,27,165775,262144,98303,1711808993,10,1912683154636800,23535820,450165664445638901760000,0
1182,32,9,1,0,0,0,5,67471,884736,-1,4553220577,13,176449928350924800,201376,461926150030745822822400,0
1183,31,11,3,0,0,0,25,100239,262144,32767,1458184673,12,2776645364613120,13884156,462616528787585252720640,0
1184,31,8,0,0,0,0,27,100239,196608,32767,3605602785,3,141159942680739840,1107568,469032706185064989327360,0
1185,30,10,1,0,0,0,27,133007,229376,65535,2658705889,5,17453199434711040,5379616,469457554650812330803200,0
1186,32,5,0,0,0,0,25,67471,229376,-1,4552565217,3,47329014888529920,3365856,477907946209943287234560,0
1187,32,7,0,0,0,0,5,67471,884736,-1,4553220577,13,184522800889856000,201376,483060026175943344128000,0
1188,29,10,0,0,0,0,27,165775,262144,98303,1711808993,10,2088417026375680,23535820,491526072177132568576000,0
1189,31,9,4,0,0,0,24,100239,294912,32767,384475617,51,251924431503360,38567100,495515731853895008256000,0
1190,31,10,4,1,0,0,24,100239,294912,32767,384475617,51,256305725964288,38567100,504133396755701877964800,0
1191,32,7,1,0,0,0,5,67471,884736,-1,4553220577,13,193748940934348800,201376,507213027484740511334400,0
1192,31,2,0,0,0,0,24,100239,294912,32767,384475617,51,261563508326400,38567100,514475045080730173440000,0
1193,32,5,0,0,0,0,6,67471,851968,-1,4553187809,12,47329014888529920,906192,514670095918400463175680,0
1194,28,7,3,1,0,0,27,198543,294912,131071,764912097,26,212663481139200,94143280,520541778917223038976000,0
1195,30,10,3,1,0,0,26,133007,262144,65535,511255009,34,848419416965120,18156204,523738584407312506552320,0
1196,29,2,0,0,0,0,27,165775,262144,98303,1711808993,10,2295219785564160,23535820,540198797334766682112000,0
1197,30,2,0,0,0,0,26,133007,262144,65535,511255009,34,882776840601600,18156204,544947797750896499097600,0
1198,31,7,2,1,0,0,25,100239,262144,32767,1458184673,12,3302538765926400,13884156,550235561066035465420800,0
1199,32,10,2,0,0,0,25,67471,229376,-1,4552565217,3,57013784820056064,3365856,575700569157883870052352,0
1200,31,11,4,0,0,0,24,100239,294912,32767,384475617,51,296650145792000,38567100,583487727726506803200000,0
1201,29,7,2,1,0,0,27,165775,262144,98303,1711808993,10,2495251512033280,23535820,587277904419431120896000,0
1202,31,6,0,0,0,0,27,100239,196608,32767,3605602785,3,176753419799756800,1107568,587299294982331118387200,0
1203,30,3,1,0,0,0,26,133007,262144,65535,511255009,34,956341577318400,18156204,590360114230137874022400,0
1204,30,11,3,0,0,0,26,133007,262144,65535,511255009,34,961146472366080,18156204,593326228489402979450880,0
1205,31,3,0,0,0,0,25,100239,262144,32767,1458184673,12,3570341888655360,13884156,594854205065107781713920,0
1206,31,4,0,0,0,0,26,100239,229376,32767,2531893729,6,24007471320268800,4272048,615366419032870119014400,0
1207,29,8,2,1,0,0,27,165775,262144,98303,1711808993,10,2620014087634944,23535820,616641799640402676940800,0
1208,32,10,2,0,0,0,6,67471,851968,-1,4553187809,12,57013784820056064,906192,619985228323874936979456,0
1209,30,10,2,1,0,0,26,133007,262144,65535,511255009,34,1018103300358144,18156204,628486301288775007862784,0
1210,32,8,1,0,0,0,5,67471,884736,-1,4553220577,13,247029899691294720,201376,646696610043044151951360,0
1211,29,9,3,0,0,0,27,165775,262144,98303,1711808993,10,2838348594937856,23535820,668028616277102900019200,0
1212,29,8,3,0,0,0,27,165775,262144,98303,1711808993,10,2858197186510848,23535820,672700145062257465753600,0
1213,28,5,2,1,0,0,27,198543,294912,131071,764912097,26,275211563827200,94143280,673642302128170991616000,0
1214,32,10,0,0,0,0,24,67471,262144,-1,4552597985,3,21719537074307072,10518300,685357820426052226252800,0
1215,31,7,0,0,0,0,27,100239,196608,32767,3605602785,3,207588151001088000,1107568,689753979683919101952000,0
1216,30,8,3,1,0,0,26,133007,262144,65535,511255009,34,1122863180414976,18156204,693155720901905702977536,0
1217,32,10,1,0,0,0,25,67471,229376,-1,4552565217,3,69812797738844160,3365856,704939472438225147002880,0
1218,31,7,1,0,0,0,27,100239,196608,32767,3605602785,3,217967558551142400,1107568,724241678668115057049600,0
1219,31,8,1,0,0,0,27,100239,196608,32767,3605602785,3,219582133058928640,1107568,729606431843434427842560,0
1220,28,9,3,1,0,0,27,198543,294912,131071,764912097,26,300209947541504,94143280,734831477904813190021120,0
1221,30,6,2,1,0,0,26,133007,262144,65535,511255009,34,1192583443251200,18156204,736194801611501155123200,0
1222,31,3,1,0,0,0,24,100239,294912,32767,384475617,51,382536630927360,38567100,752419753430567878656000,0
1223,32,10,1,0,0,0,6,67471,851968,-1,4553187809,12,69812797738844160,906192,759165585702704004464640,0
1224,32,9,0,0,0,0,25,67471,229376,-1,4552565217,3,78422190378188800,3365856,791873400052707124838400,0
1225,31,10,2,0,0,0,26,100239,229376,32767,2531893729,6,31098428083666944,4272048,797123864987839204687872,0
1226,31,9,2,1,0,0,25,100239,262144,32767,1458184673,12,4803359160664064,13884156,800287054928267138039808,0
1227,31,7,3,1,0,0,24,100239,294912,32767,384475617,51,412817345740800,38567100,811979560600920391680000,0
1228,31,10,4,0,0,0,24,100239,294912,32767,384475617,51,427176209940480,38567100,840222327926169796608000,0
1229,32,6,1,0,0,0,25,67471,229376,-1,4552565217,3,84359586722611200,3365856,851826663383463729561600,0
1230,32,9,0,0,0,0,6,67471,851968,-1,4553187809,12,78422190378188800,906192,852786738518299980595200,0
1231,29,5,2,0,0,0,27,165775,262144,98303,1711808993,10,3650174425497600,23535820,859098482471149240320000,0
1232,30,9,0,0,0,0,27,133007,229376,65535,2658705889,5,32438269656432640,5379616,872527172280297665331200,0
1233,32,8,2,0,0,0,25,67471,229376,-1,4552565217,3,86460464891953152,3365856,873040423558109605134336,0
1234,30,9,3,1,0,0,26,133007,262144,65535,511255009,34,1419174297468928,18156204,876071813917686374596608,0
1235,32,10,0,0,0,0,7,67471,819200,-1,4553155041,12,21719537074307072,3365856,877258010145346849603584,0
1236,28,1,0,0,0,0,27,198543,294912,131071,764912097,26,364881094115328,94143280,893128678260147581091840,0
1237,28,4,2,0,0,0,27,198543,294912,131071,764912097,26,365017442549760,94143280,893462421769995209932800,0
1238,31,8,2,1,0,0,25,100239,262144,32767,1458184673,12,5489553326473216,13884156,914613777060876729188352,0
1239,32,6,1,0,0,0,6,67471,851968,-1,4553187809,12,84359586722611200,906192,917351791336037862604800,0
1240,31,4,1,0,0,0,25,100239,262144,32767,1458184673,12,5540185689292800,13884156,923049628549305178521600,0
1241,31,5,1,0,0,0,26,100239,229376,32767,2531893729,6,36154108595404800,4272048,926712523900691310182400,0
1242,32,8,2,0,0,0,6,67471,851968,-1,4553187809,12,86460464891953152,906192,940197379216425728606208,0
1243,28,8,3,1,0,0,27,198543,294912,131071,764912097,26,387047535673344,94143280,947386037629345930936320,0
1244,31,12,1,0,0,0,24,100239,294912,32767,384475617,51,488201382789120,38567100,960254089058479767552000,0
1245,31,12,3,0,0,0,24,100239,294912,32767,384475617,51,488201382789120,38567100,960254089058479767552000,0
1246,30,7,3,0,0,0,26,133007,262144,65535,511255009,34,1559532195020800,18156204,962716279030424587468800,0
1247,32,9,2,0,0,0,25,67471,229376,-1,4552565217,3,96067183213281280,3365856,970044915064566227927040,0
1248,31,10,1,0,0,0,26,100239,229376,32767,2531893729,6,38079707857551360,4272048,976070038760619434311680,0
1249,31,8,3,0,0,0,25,100239,262144,32767,1458184673,12,5988603628879872,13884156,997760484066410977296384,0
1250,28,10,3,0,0,0,27,198543,294912,131071,764912097,26,419548063334400,94143280,1026938400798651973632000,0
1251,31,11,1,0,0,0,25,100239,262144,32767,1458184673,12,6170323032473600,13884156,1028036730639078339379200,0
1252,31,11,2,1,0,0,24,100239,294912,32767,384475617,51,528884831354880,38567100,1040275263146686414848000,0
1253,32,9,2,0,0,0,6,67471,851968,-1,4553187809,12,96067183213281280,906192,1044663754684917476229120,0
1254,30,9,2,0,0,0,27,133007,229376,65535,2658705889,5,39736880329129984,5379616,1068845786043364640030720,0
1255,30,7,2,0,0,0,27,133007,229376,65535,2658705889,5,43666901460582400,5379616,1174555808838862241792000,0
1256,31,7,2,0,0,0,26,100239,229376,32767,2531893729,6,46235542722969600,4272048,1185122746911461002444800,0
1257,31,10,3,0,0,0,25,100239,262144,32767,1458184673,12,7404387638968320,13884156,1233644076766894007255040,0
1258,31,11,2,0,0,0,25,100239,262144,32767,1458184673,12,7404387638968320,13884156,1233644076766894007255040,0
1259,30,4,0,0,0,0,27,133007,229376,65535,2658705889,5,46014320030515200,5379616,1237696861326400290816000,0
1260,32,6,0,0,0,0,25,67471,229376,-1,4552565217,3,123727393859829760,3365856,1249345772962413470023680,0
1261,29,10,2,0,0,0,27,165775,262144,98303,1711808993,10,5482094694236160,23535820,1290255939464972992512000,0
1262,32,7,2,0,0,0,24,67471,262144,-1,4552597985,3,41098260198195200,10518300,1296851490728029716480000,0
1263,30,11,1,0,0,0,26,133007,262144,65535,511255009,34,2135881049702400,18156204,1318502729976451065446400,0
1264,32,6,0,0,0,0,6,67471,851968,-1,4553187809,12,123727393859829760,906192,1345449293959522198487040,0
1265,31,11,3,1,0,0,24,100239,294912,32767,384475617,51,694161341153280,38567100,1365361282880025919488000,0
1266,31,9,0,0,0,0,26,100239,229376,32767,2531893729,6,54895533264732160,4272048,1407098118555194967982080,0
1267,30,5,1,0,0,0,27,133007,229376,65535,2658705889,5,54231162893107200,5379616,1458714157991828914176000,0
1268,28,9,2,1,0,0,27,198543,294912,131071,764912097,26,600419895083008,94143280,1469662955809626380042240,0
1269,32,5,0,0,0,0,24,67471,262144,-1,4552597985,3,47329014888529920,10518300,1493462331906072772608000,0
1270,30,8,2,0,0,0,27,133007,229376,65535,2658705889,5,57640309927968768,5379616,1550413667667298159165440,0
1271,29,10,1,0,0,0,27,165775,262144,98303,1711808993,10,6712769013350400,23535820,1579905231997926113280000,0
1272,30,11,2,0,0,0,26,133007,262144,65535,511255009,34,2563057259642880,18156204,1582203275971741278535680,0
1273,31,9,3,0,0,0,25,100239,262144,32767,1458184673,12,9606718321328128,13884156,1600574109856534276079616,0
1274,32,8,0,0,0,0,25,67471,229376,-1,4552565217,3,158804935515832320,3365856,1603543635106731927797760,0
1275,28,10,0,0,0,0,27,198543,294912,131071,764912097,26,671276901335040,94143280,1643101441277843157811200,0
1276,32,7,2,0,0,0,7,67471,819200,-1,4553155041,12,41098260198195200,3365856,1659969908131878037094400,0
1277,31,12,2,0,0,0,24,100239,294912,32767,384475617,51,854352419880960,38567100,1680444655852339593216000,0
1278,31,9,2,0,0,0,26,100239,229376,32767,2531893729,6,67247028249296896,4272048,1723695195230113835778048,0
1279,32,8,0,0,0,0,6,67471,851968,-1,4553187809,12,158804935515832320,906192,1726893145499557460705280,0
1280,30,9,2,1,0,0,26,133007,262144,65535,511255009,34,2838348594937856,18156204,1752143627835372749193216,0
1281,32,9,1,0,0,0,25,67471,229376,-1,4552565217,3,176449928350924800,3365856,1781715150118591030886400,0
1282,32,10,2,0,0,0,24,67471,262144,-1,4552597985,3,57013784820056064,10518300,1799064278618387093913600,0
1283,30,5,2,0,0,0,26,133007,262144,65535,511255009,34,2920139540398080,18156204,1802634072933748577402880,0
1284,32,7,0,0,0,0,25,67471,229376,-1,4552565217,3,184522800889856000,3365856,1863231529535781470208000,0
1285,32,5,0,0,0,0,7,67471,819200,-1,4553155041,12,47329014888529920,3365856,1911631784839773148938240,0
1286,32,9,1,0,0,0,6,67471,851968,-1,4553187809,12,176449928350924800,906192,1918770161666174956339200,0
1287,30,7,2,1,0,0,26,133007,262144,65535,511255009,34,3119064390041600,18156204,1925432558060849174937600,0
1288,32,7,1,0,0,0,25,67471,229376,-1,4552565217,3,193748940934348800,3365856,1956393106012570543718400,0
1289,30,9,1,0,0,0,27,133007,229376,65535,2658705889,5,72986106726973440,5379616,1963186137630669746995200,0
1290,31,8,2,0,0,0,26,100239,229376,32767,2531893729,6,76853746570625024,4272048,1969937365977272955174912,0
1291,31,10,0,0,0,0,25,100239,262144,32767,1458184673,12,11847020222349312,13884156,1973830522827030411608064,0
1292,31,6,2,1,0,0,24,100239,294912,32767,384475617,51,1004280794316800,38567100,1975342088947268321280000,0
1293,32,7,0,0,0,0,6,67471,851968,-1,4553187809,12,184522800889856000,906192,2006557031807764660224000,0
1294,28,7,3,0,0,0,27,198543,294912,131071,764912097,26,850653924556800,94143280,2082167115668892155904000,0
1295,30,10,3,0,0,0,26,133007,262144,65535,511255009,34,3393677667860480,18156204,2094954337629250026209280,0
1296,32,7,1,0,0,0,6,67471,851968,-1,4553187809,12,193748940934348800,906192,2106884883398152893235200,0
1297,32,10,1,0,0,0,24,67471,262144,-1,4552597985,3,69812797738844160,10518300,2202935851369453584384000,0
1298,31,5,0,0,0,0,26,100239,229376,32767,2531893729,6,86769860628971520,4272048,2224110057361659144437760,0
1299,32,10,2,0,0,0,7,67471,819200,-1,4553155041,12,57013784820056064,3365856,2302802276631535480209408,0
1300,31,6,2,0,0,0,25,100239,262144,32767,1458184673,12,14059931120435200,13884156,2342523324304525256294400,0
1301,32,10,0,0,0,0,23,67471,294912,-1,4552630753,4,21719537074307072,28048800,2436827805959296804454400,0
1302,32,9,0,0,0,0,24,67471,262144,-1,4552597985,3,78422190378188800,10518300,2474604375164709765120000,0
1303,28,6,2,1,0,0,27,198543,294912,131071,764912097,26,1013695926763520,94143280,2481249146172096485785600,0
1304,32,8,1,0,0,0,25,67471,229376,-1,4552565217,3,247029899691294720,3365856,2494401210166027443240960,0
1305,32,10,0,0,0,0,8,67471,786432,-1,4553122273,11,21719537074307072,10518300,2512978674895524829593600,0
1306,30,8,2,1,0,0,26,133007,262144,65535,511255009,34,4117164994854912,18156204,2541570976640320910917632,0
1307,31,11,0,0,0,0,24,100239,294912,32767,384475617,51,1346252297994240,38567100,2647973397100656328704000,0
1308,32,6,1,0,0,0,24,67471,262144,-1,4552597985,3,84359586722611200,10518300,2661958323073324154880000,0
1309,32,8,1,0,0,0,6,67471,851968,-1,4553187809,12,247029899691294720,906192,2686278226332644938874880,0
1310,32,8,2,0,0,0,24,67471,262144,-1,4552597985,3,86460464891953152,10518300,2728251323619092516044800,0
1311,30,8,3,0,0,0,26,133007,262144,65535,511255009,34,4491452721659904,18156204,2772622883607622811910144,0
1312,32,10,1,0,0,0,7,67471,819200,-1,4553155041,12,69812797738844160,3365856,2819757889752900588011520,0
1313,30,8,0,0,0,0,27,133007,229376,65535,2658705889,5,105869957010554880,5379616,2847698573266466006630400,0
1314,28,9,3,0,0,0,27,198543,294912,131071,764912097,26,1200839790166016,94143280,2939325911619252760084480,0
1315,31,8,3,1,0,0,24,100239,294912,32767,384475617,51,1497150907219968,38567100,2944779206446004620492800,0
1316,32,9,2,0,0,0,24,67471,262144,-1,4552597985,3,96067183213281280,10518300,3031390359576769462272000,0
1317,31,6,1,0,0,0,26,100239,229376,32767,2531893729,6,120513695318016000,4272048,3089041746335637700608000,0
1318,31,9,1,0,0,0,26,100239,229376,32767,2531893729,6,123514949845647360,4272048,3165970766749188677959680,0
1319,32,9,0,0,0,0,7,67471,819200,-1,4553155041,12,78422190378188800,3365856,3167493600210828499353600,0
1320,31,7,3,0,0,0,24,100239,294912,32767,384475617,51,1651269382963200,38567100,3247918242403681566720000,0
1321,30,10,0,0,0,0,26,133007,262144,65535,511255009,34,5429884268576768,18156204,3351926940206800041934848,0
1322,32,6,1,0,0,0,7,67471,819200,-1,4553155041,12,84359586722611200,3365856,3407306653533854918246400,0
1323,28,8,2,1,0,0,27,198543,294912,131071,764912097,26,1419174297468928,94143280,3473748804640935080099840,0
1324,32,8,2,0,0,0,7,67471,819200,-1,4553155041,12,86460464891953152,3365856,3492161694232438420537344,0
1325,30,5,0,0,0,0,27,133007,229376,65535,2658705889,5,130154790943457280,5379616,3500913979180389394022400,0
1326,30,9,3,0,0,0,26,133007,262144,65535,511255009,34,5676697189875712,18156204,3504287255670745498386432,0
1327,31,8,0,0,0,0,26,100239,229376,32767,2531893729,6,141159942680739840,4272048,3618252304856215631953920,0
1328,31,10,3,1,0,0,24,100239,294912,32767,384475617,51,1851096909742080,38567100,3640963421013402451968000,0
1329,28,8,3,0,0,0,27,198543,294912,131071,764912097,26,1548190142693376,94143280,3789544150517383723745280,0
1330,29,9,0,0,0,0,27,165775,262144,98303,1711808993,10,16219134828216320,23535820,3817306378726302285824000,0
1331,31,5,2,0,0,0,24,100239,294912,32767,384475617,51,1946759693598720,38567100,3829124664728550899712000,0
1332,30,6,1,0,0,0,27,133007,229376,65535,2658705889,5,143110013190144000,5379616,3849384583589548523520000,0
1333,32,9,2,0,0,0,7,67471,819200,-1,4553155041,12,96067183213281280,3365856,3880179660258264911708160,0
1334,32,6,0,0,0,0,24,67471,262144,-1,4552597985,3,123727393859829760,10518300,3904205540507542093824000,0
1335,29,4,1,0,0,0,27,165775,262144,98303,1711808993,10,16686511659417600,23535820,3927307348439539384320000,0
1336,29,6,2,0,0,0,27,165775,262144,98303,1711808993,10,16696168205516800,23535820,3929580095747664117760000,0
1337,31,4,0,0,0,0,25,100239,262144,32767,1458184673,12,24007471320268800,13884156,3999881723713655773593600,0
1338,28,7,2,1,0,0,27,198543,294912,131071,764912097,26,1701307849113600,94143280,4164334231337784311808000,0
1339,29,3,0,0,0,0,27,165775,262144,98303,1711808993,10,17851709443276800,23535820,4201546201492629749760000,0
1340,28,10,2,0,0,0,27,198543,294912,131071,764912097,26,1762101866004480,94143280,4313141283354338289254400,0
1341,31,10,2,1,0,0,24,100239,294912,32767,384475617,51,2221316291690496,38567100,4369156105216082942361600,0
1342,30,8,1,0,0,0,27,133007,229376,65535,2658705889,5,164686599794196480,5379616,4429753336192280454758400,0
1343,31,6,0,0,0,0,26,100239,229376,32767,2531893729,6,176753419799756800,4272048,4530594561292268627558400,0
1344,32,7,2,0,0,0,23,67471,294912,-1,4552630753,4,41098260198195200,28048800,4611027522588550103040000,0
1345,29,9,2,0,0,0,27,165775,262144,98303,1711808993,10,19868440164564992,23535820,4676200313939720300134400,0
1346,31,9,3,1,0,0,24,100239,294912,32767,384475617,51,2401679580332032,38567100,4723916643673799078707200,0
1347,32,7,2,0,0,0,8,67471,786432,-1,4553122273,11,41098260198195200,10518300,4755122132669442293760000,0
1348,32,6,0,0,0,0,7,67471,819200,-1,4553155041,12,123727393859829760,3365856,4997383091849653880094720,0
1349,32,8,0,0,0,0,24,67471,262144,-1,4552597985,3,158804935515832320,10518300,5011073859708537274368000,0
1350,31,10,2,0,0,0,25,100239,262144,32767,1458184673,12,31098428083666944,13884156,5181305122420954830471168,0
1351,30,7,0,0,0,0,27,133007,229376,65535,2658705889,5,196055475945472000,5379616,5273515876419381493760000,0
1352,28,10,1,0,0,0,27,198543,294912,131071,764912097,26,2157675754291200,94143280,5281397489821638721536000,0
1353,32,5,0,0,0,0,23,67471,294912,-1,4552630753,4,47329014888529920,28048800,5310088291221592080384000,0
1354,31,7,0,0,0,0,26,100239,229376,32767,2531893729,6,207588151001088000,4272048,5320959271847375929344000,0
1355,31,11,3,0,0,0,24,100239,294912,32767,384475617,51,2776645364613120,38567100,5461445131520103677952000,0
1356,32,5,0,0,0,0,8,67471,786432,-1,4553122273,11,47329014888529920,10518300,5476028550322266832896000,0
1357,30,3,0,0,0,0,26,133007,262144,65535,511255009,34,8925854721638400,18156204,5510027732814620157542400,0
1358,30,7,1,0,0,0,27,133007,229376,65535,2658705889,5,205858249742745600,5379616,5537191670240350568448000,0
