e15,e16,e17,e18,e19,e20,pattern_count,q110,q41_rank,q41_selected,x28_nonpaired_sets,x28_cap,x175_rank,x175_selected
19,7,2,1,0,0,39606927360,0,,0,1103068565130,43689156532203338956800,1174,0
20,7,2,1,0,0,264046182400,0,,0,416714794286,110031950580819633766400,1237,0
21,7,2,1,0,0,1433393561600,0,,0,151532653636,217205930094005229977600,1278,0
22,7,2,1,0,0,6450271027200,0,,0,52860228400,340962799739694612480000,1304,0
23,7,2,1,0,0,24367690547200,0,,0,17620076240,429360565234391318528000,1321,0
24,7,2,1,0,0,77976609751040,0,,0,5586853465,435643892376550611353600,1324,0
25,7,2,1,0,0,212663481139200,0,,0,1676056043,356435912688772684185600,1307,0
26,7,2,1,0,0,496214789324800,0,,0,472733756,234577481140261407948800,1284,0
27,7,2,1,0,0,992429578649600,0,,0,124403620,123461832179084951552000,1246,0
28,7,2,1,0,0,1701307849113600,0,,0,30260340,51482153958846234624000,1183,0
29,7,2,1,0,0,2495251512033280,0,,0,6724520,16779368697698032025600,1105,0
30,7,2,1,0,0,3119064390041600,0,,0,1344904,4194842174424508006400,1012,0
31,7,2,1,0,0,3302538765926400,0,,0,237336,783811340549908070400,898,0
32,7,2,1,0,0,2935590014156800,0,26,1,,,,0
16,8,2,1,0,0,128128,0,,0,16735677488640,2144308885264465920,549,0
17,8,2,1,0,0,6150144,0,,0,6973198953600,42886177705289318400,725,0
18,8,2,1,0,0,141453312,0,,0,2818952779060,398750206969641246720,852,0
19,8,2,1,0,0,2074648576,0,,0,1103068487610,2288479467050560143360,973,0
20,8,2,1,0,0,21783810048,0,,0,416714767154,9077635331879285563392,1065,0
21,8,2,1,0,0,174270480384,0,,0,151532645068,26407666849858528346112,1132,0
22,8,2,1,0,0,1103713042432,0,,0,52860226020,58342520884177370480640,1197,0
23,8,2,1,0,0,5676238503936,0,,0,17620075680,100015752017082297876480,1231,0
24,8,2,1,0,0,24124013641728,0,,0,5586853360,134777326670973913006080,1252,0
25,8,2,1,0,0,85774270726144,0,,0,1676056029,143762483583631859122176,1255,0
26,8,2,1,0,0,257322812178432,0,,0,472733755,121645179248269889372160,1245,0
27,8,2,1,0,0,655003521908736,0,,0,124403620,81484809238196068024320,1218,0
28,8,2,1,0,0,1419174297468928,0,,0,30260340,42944696760670900715520,1172,0
29,8,2,1,0,0,2620014087634944,0,,0,6724520,17618337132582933626880,1108,0
30,8,2,1,0,0,4117164994854912,0,,0,1344904,5537191670240350568448,1030,0
31,8,2,1,0,0,5489553326473216,0,,0,237336,1302868628291847192576,933,0
32,8,2,1,0,0,6175747492282368,0,31,1,,,,0
18,9,2,1,0,0,512512,0,,0,2818952281640,1444746871767879680,518,0
19,9,2,1,0,0,23575552,0,,0,1103068284120,26005443691821834240,695,0
20,9,2,1,0,0,518662144,0,,0,416714689634,216134134361865015296,809,0
21,9,2,1,0,0,7261270016,0,,0,151532617936,1100319255064660606976,919,0
22,9,2,1,0,0,72612700160,0,,0,52860217452,3838323120234475192320,1006,0
23,9,2,1,0,0,551856521216,0,,0,17620073300,9723752354908925132800,1069,0
24,9,2,1,0,0,3311139127296,0,,0,5586852800,18498846904523214028800,1111,0
25,9,2,1,0,0,16082675761152,0,,0,1676055924,26955463983250018664448,1134,0
26,9,2,1,0,0,64330703044608,0,,0,472733741,30411293911437629718528,1146,0
27,9,2,1,0,0,214435676815360,0,,0,124403619,26676574238545178787840,1133,0
28,9,2,1,0,0,600419895083008,0,,0,30260340,18168910167976150302720,1109,0
29,9,2,1,0,0,1419174297468928,0,,0,6724520,9543265946815755714560,1068,0
30,9,2,1,0,0,2838348594937856,0,,0,1344904,3817306378726302285824,1005,0
31,9,2,1,0,0,4803359160664064,0,,0,237336,1140010049755366293504,923,0
32,9,2,1,0,0,6861941658091520,0,34,1,,,,0
20,10,2,1,0,0,1537536,0,,0,416714486144,640713524167901184,470,0
21,10,2,1,0,0,67651584,0,,0,151532540416,10251416386686418944,639,0
22,10,2,1,0,0,1420683264,0,,0,52860190320,75097587719478804480,751,0
23,10,2,1,0,0,18942443520,0,,0,17620064732,333767081004653936640,840,0
24,10,2,1,0,0,179953213440,0,,0,5586850420,1005371686087613644800,915,0
25,10,2,1,0,0,1295663136768,0,,0,1676055364,2171603150317072023552,968,0
26,10,2,1,0,0,7342091108352,0,,0,472733636,3470853425494510927872,999,0
27,10,2,1,0,0,33563845066752,0,,0,124403605,4175463323965414440960,1011,0
28,10,2,1,0,0,125864419000320,0,,0,30260339,3808699986987724308480,1004,0
29,10,2,1,0,0,391578192445440,0,,0,6724520,2633175386663210188800,979,0
30,10,2,1,0,0,1018103300358144,0,,0,1344904,1369251201064869298176,935,0
31,10,2,1,0,0,2221316291690496,0,,0,237336,527198323404655558656,877,0
32,10,2,1,0,0,4072413201432576,0,30,1,,,,0
22,11,2,1,0,0,3514368,0,,0,52860112800,185769888900710400,401,0
23,11,2,1,0,0,147603456,0,,0,17620037600,2600778444609945600,564,0
24,11,2,1,0,0,2952069120,0,,0,5586841852,16492743309612810240,664,0
25,11,2,1,0,0,37392875520,0,,0,1676052984,62672440595636551680,748,0
26,11,2,1,0,0,336535879680,0,,0,472733076,159091641585492295680,790,0
27,11,2,1,0,0,2288443981824,0,,0,124403500,284690440892841984000,826,0
28,11,2,1,0,0,12205034569728,0,,0,30260325,369328312716204441600,846,0
29,11,2,1,0,0,52307291013120,0,,0,6724519,351741372256254689280,842,0
30,11,2,1,0,0,183075518545920,0,,0,1344904,246218997194481991680,818,0
31,11,2,1,0,0,528884831354880,0,,0,237336,125523410334441799680,777,0
32,11,2,1,0,0,1269323595251712,0,18,1,,,,0
24,12,2,1,0,0,6150144,0,,0,5586814720,34359715029319680,326,0
25,12,2,1,0,0,246005760,0,,0,1676044416,412316580351836160,441,0
26,12,2,1,0,0,4674109440,0,,0,472730696,2209595008751370240,553,0
27,12,2,1,0,0,56089313280,0,,0,124402940,6977675474613043200,625,0
28,12,2,1,0,0,476759162880,0,,0,30260220,14426837155764633600,659,0
29,12,2,1,0,0,3051258642432,0,,0,6724505,20518203997327196160,680,0
30,12,2,1,0,0,15256293212160,0,,0,1344903,20518234509913620480,681,0
31,12,2,1,0,0,61025172848640,0,,0,237336,14483470423204823040,661,0
32,12,2,1,0,0,198331811758080,0,3,1,,,,0
26,13,2,1,0,0,8200192,0,,0,472722128,3876412212248576,246,0
27,13,2,1,0,0,311607296,0,,0,124400560,38764122122485760,333,0
28,13,2,1,0,0,5608931328,0,,0,30259660,169724354948628480,396,0
29,13,2,1,0,0,63567888384,0,,0,6724400,427455908649369600,443,0
30,13,2,1,0,0,508543107072,0,,0,1344889,683934030726955008,473,0
31,13,2,1,0,0,3051258642432,0,,0,237335,724170469901598720,482,0
32,13,2,1,0,0,14239206998016,1,,0,,,,0
28,14,2,1,0,0,8200192,0,,0,30257280,248115505397760,152,1
29,14,2,1,0,0,295206912,0,,0,6723840,1984924043182080,218,0
30,14,2,1,0,0,5018517504,0,,0,1344784,6748822043099136,264,0
31,14,2,1,0,0,53530853376,0,,0,237321,12703995654045696,289,0
32,14,2,1,0,0,401481400320,1,,0,,,,0
30,15,2,1,0,0,5963776,0,,0,1344224,8016650829824,74,1
31,15,2,1,0,0,202768384,0,,0,237216,48099904978944,112,1
32,15,2,1,0,0,3244294144,1,,0,,,,0
12,6,3,1,0,0,112,0,,0,426384972374400,47755116905932800,342,0
13,6,3,1,0,0,5824,0,,0,196793064172800,1146122805742387200,502,0
14,6,3,1,0,0,145600,0,,0,88749813303344,12921972816966886400,653,0
15,6,3,1,0,0,2329600,0,,0,39049917899234,90970688738055526400,759,0
16,6,3,1,0,0,26790400,0,,0,16735679130126,448355538167727590400,864,0
17,6,3,1,0,0,235755520,0,,0,6973199654510,1643970310612825395200,948,0
18,6,3,1,0,0,1650288640,0,,0,2818953060070,4652086211726758604800,1016,0
19,6,3,1,0,0,9430220800,0,,0,1103068592262,10402180382575831449600,1072,0
20,6,3,1,0,0,44793548800,0,,0,416714802854,18666134857323028275200,1114,0
21,6,3,1,0,0,179174195200,0,,0,151532656016,27150741688185238323200,1136,0
22,6,3,1,0,0,609192263680,0,,0,52860228960,32202042538785492172800,1152,0
23,6,3,1,0,0,1772195676160,0,,0,17620076345,31226223112218096435200,1150,0
24,6,3,1,0,0,4430489190400,0,,0,5586853479,24752493947058133401600,1130,0
25,6,3,1,0,0,9542592102400,0,,0,1676056044,15993919168654186905600,1104,0
26,6,3,1,0,0,17721956761600,0,,0,472733756,8377767183580764569600,1059,0
27,6,3,1,0,0,28355130818560,0,,0,124403620,3527480919402427187200,1001,0
28,6,3,1,0,0,38988304875520,0,,0,30260340,1179799361556892876800,926,0
29,6,3,1,0,0,45868593971200,0,,0,6724520,308444277531213824000,835,0
30,6,3,1,0,0,45868593971200,0,,0,1344904,61688855506242764800,745,0
31,6,3,1,0,0,38626184396800,0,,0,237336,9167384099998924800,634,0
32,6,3,1,0,0,27038329077760,1,,0,,,,0
14,7,3,1,0,0,2912,0,,0,88749810807200,258439449070566400,425,0
15,7,3,1,0,0,145600,0,,0,39049916755168,5685667879552460800,615,0
16,7,3,1,0,0,3494400,0,,0,16735678632706,58481155414127846400,742,0
17,7,3,1,0,0,53580800,0,,0,6973199451020,373629605145212416000,847,0
18,7,3,1,0,0,589388800,0,,0,2818952982550,1661459315641565440000,949,0
19,7,3,1,0,0,4950865920,0,,0,1103068565130,5461144566525417369600,1029,0
20,7,3,1,0,0,33005772800,0,,0,416714794286,13753993822602454220800,1089,0
21,7,3,1,0,0,179174195200,0,,0,151532653636,27150741261750653747200,1135,0
22,7,3,1,0,0,806283878400,0,,0,52860228400,42620349967461826560000,1170,0
23,7,3,1,0,0,3045961318400,0,,0,17620076240,53670070654298914816000,1191,0
24,7,3,1,0,0,9747076218880,0,,0,5586853465,54455486547068826419200,1194,0
25,7,3,1,0,0,26582935142400,0,,0,1676056043,44554489086096585523200,1176,0
26,7,3,1,0,0,62026848665600,0,,0,472733756,29322185142532675993600,1143,0
27,7,3,1,0,0,124053697331200,0,,0,124403620,15432729022385618944000,1098,0
28,7,3,1,0,0,212663481139200,0,,0,30260340,6435269244855779328000,1042,0
29,7,3,1,0,0,311906439004160,0,,0,6724520,2097421087212254003200,966,0
30,7,3,1,0,0,389883048755200,0,,0,1344904,524355271803063500800,875,0
31,7,3,1,0,0,412817345740800,0,,0,237336,97976417568738508800,763,0
32,7,3,1,0,0,366948751769600,0,9,1,,,,0
16,8,3,1,0,0,34944,0,,0,16735677488640,584811514163036160,463,0
17,8,3,1,0,0,1677312,0,,0,6973198953600,11696230283260723200,649,0
18,8,3,1,0,0,38578176,0,,0,2818952779060,108750056446265794560,766,0
19,8,3,1,0,0,565813248,0,,0,1103068487610,624130763741061857280,883,0
20,8,3,1,0,0,5941039104,0,,0,416714767154,2475718726876168790016,976,0
21,8,3,1,0,0,47528312832,0,,0,151532645068,7202090959052325912576,1049,0
22,8,3,1,0,0,301012647936,0,,0,52860226020,15911596604775646494720,1101,0
23,8,3,1,0,0,1548065046528,0,,0,17620075680,27277023277386081239040,1137,0
24,8,3,1,0,0,6579276447744,0,,0,5586853360,36757452728447430819840,1160,0
25,8,3,1,0,0,23392982925312,0,,0,1676056029,39207950068263234306048,1165,0
26,8,3,1,0,0,70178948775936,0,,0,472733755,33175957976800878919680,1154,0
27,8,3,1,0,0,178637324156928,0,,0,124403620,22223129792235291279360,1123,0
28,8,3,1,0,0,387047535673344,0,,0,30260340,11712190025637518376960,1079,0
29,8,3,1,0,0,714549296627712,0,,0,6724520,4805001036158981898240,1021,0
30,8,3,1,0,0,1122863180414976,0,,0,1344904,1510143182792822882304,944,0
31,8,3,1,0,0,1497150907219968,0,,0,237336,355327807715958325248,843,0
32,8,3,1,0,0,1684294770622464,0,23,1,,,,0
18,9,3,1,0,0,256256,0,,0,2818952281640,722373435883939840,481,0
19,9,3,1,0,0,11787776,0,,0,1103068284120,13002721845910917120,654,0
20,9,3,1,0,0,259331072,0,,0,416714689634,108067067180932507648,765,0
21,9,3,1,0,0,3630635008,0,,0,151532617936,550159627532330303488,878,0
22,9,3,1,0,0,36306350080,0,,0,52860217452,1919161560117237596160,963,0
23,9,3,1,0,0,275928260608,0,,0,17620073300,4861876177454462566400,1023,0
24,9,3,1,0,0,1655569563648,0,,0,5586852800,9249423452261607014400,1067,0
25,9,3,1,0,0,8041337880576,0,,0,1676055924,13477731991625009332224,1088,0
26,9,3,1,0,0,32165351522304,0,,0,472733741,15205646955718814859264,1096,0
27,9,3,1,0,0,107217838407680,0,,0,124403619,13338287119272589393920,1087,0
28,9,3,1,0,0,300209947541504,0,,0,30260340,9084455083988075151360,1066,0
29,9,3,1,0,0,709587148734464,0,,0,6724520,4771632973407877857280,1020,0
30,9,3,1,0,0,1419174297468928,0,,0,1344904,1908653189363151142912,962,0
31,9,3,1,0,0,2401679580332032,0,,0,237336,570005024877683146752,879,0
32,9,3,1,0,0,3430970829045760,0,29,1,,,,0
20,10,3,1,0,0,1281280,0,,0,416714486144,533927936806584320,458,0
21,10,3,1,0,0,56376320,0,,0,151532540416,8542846988905349120,629,0
22,10,3,1,0,0,1183902720,0,,0,52860190320,62581323099565670400,747,0
23,10,3,1,0,0,15785369600,0,,0,17620064732,278139234170544947200,824,0
24,10,3,1,0,0,149961011200,0,,0,5586850420,837809738406344704000,903,0
25,10,3,1,0,0,1079719280640,0,,0,1676055364,1809669291930893352960,957,0
26,10,3,1,0,0,6118409256960,0,,0,472733636,2892377854578759106560,986,0
27,10,3,1,0,0,27969870888960,0,,0,124403605,3479552769971178700800,1000,0
28,10,3,1,0,0,104887015833600,0,,0,30260339,3173916655823103590400,992,0
29,10,3,1,0,0,326315160371200,0,,0,6724520,2194312822219341824000,969,0
30,10,3,1,0,0,848419416965120,0,,0,1344904,1141042667554057748480,924,0
31,10,3,1,0,0,1851096909742080,0,,0,237336,439331936170546298880,862,0
32,10,3,1,0,0,3393677667860480,0,28,1,,,,0
22,11,3,1,0,0,4612608,0,,0,52860112800,243822979182182400,420,0
23,11,3,1,0,0,193729536,0,,0,17620037600,3413521708550553600,580,0
24,11,3,1,0,0,3874590720,0,,0,5586841852,21646725593866813440,686,0
25,11,3,1,0,0,49078149120,0,,0,1676052984,82257578281772974080,753,0
26,11,3,1,0,0,441703342080,0,,0,472733076,208807779580958638080,808,0
27,11,3,1,0,0,3003582726144,0,,0,124403500,373656203671855104000,848,0
28,11,3,1,0,0,16019107872768,0,,0,30260325,484743410440018329600,869,0
29,11,3,1,0,0,68653319454720,0,,0,6724519,461660551086334279680,865,0
30,11,3,1,0,0,240286618091520,0,,0,1344904,323162433817757614080,838,0
31,11,3,1,0,0,694161341153280,0,,0,237336,164749476063954862080,797,0
32,11,3,1,0,0,1665987218767872,0,22,1,,,,0
24,12,3,1,0,0,12300288,0,,0,5586814720,68719430058639360,359,0
25,12,3,1,0,0,492011520,0,,0,1676044416,824633160703672320,489,0
26,12,3,1,0,0,9348218880,0,,0,472730696,4419190017502740480,599,0
27,12,3,1,0,0,112178626560,0,,0,124402940,13955350949226086400,657,0
28,12,3,1,0,0,953518325760,0,,0,30260220,28853674311529267200,697,0
29,12,3,1,0,0,6102517284864,0,,0,6724505,41036407994654392320,721,0
30,12,3,1,0,0,30512586424320,0,,0,1344903,41036469019827240960,722,0
31,12,3,1,0,0,122050345697280,0,,0,237336,28966940846409646080,699,0
32,12,3,1,0,0,396663623516160,0,10,1,,,,0
26,13,3,1,0,0,24600576,0,,0,472722128,11629236636745728,284,0
27,13,3,1,0,0,934821888,0,,0,124400560,116292366367457280,384,0
28,13,3,1,0,0,16826793984,0,,0,30259660,509173064845885440,456,0
29,13,3,1,0,0,190703665152,0,,0,6724400,1282367725948108800,510,0
30,13,3,1,0,0,1525629321216,0,,0,1344889,2051802092180865024,544,0
31,13,3,1,0,0,9153775927296,0,,0,237335,2172511409704796160,551,0
32,13,3,1,0,0,42717620994048,1,,0,,,,0
28,14,3,1,0,0,36900864,0,,0,30257280,1116519774289920,199,0
29,14,3,1,0,0,1328431104,0,,0,6723840,8932158194319360,274,0
30,14,3,1,0,0,22583328768,0,,0,1344784,30369699193946112,317,0
31,14,3,1,0,0,240888840192,0,,0,237321,57167980443205632,351,0
32,14,3,1,0,0,1806666301440,1,,0,,,,0
30,15,3,1,0,0,41000960,0,,0,1344224,55114474455040,114,1
31,15,3,1,0,0,1394032640,0,,0,237216,330686846730240,163,1
32,15,3,1,0,0,22304522240,1,,0,,,,0
16,8,4,1,0,0,672,0,,0,16735677488640,11246375272366080,282,0
17,8,4,1,0,0,32256,0,,0,6973198953600,224927505447321600,413,0
18,8,4,1,0,0,741888,0,,0,2818952779060,2091347239351265280,547,0
19,8,4,1,0,0,10881024,0,,0,1103068487610,12002514687328112640,650,0
20,8,4,1,0,0,114250752,0,,0,416714767154,47609975516849399808,728,0
21,8,4,1,0,0,914006016,0,,0,151532645068,138501749212544729088,784,0
22,8,4,1,0,0,5788704768,0,,0,52860226020,305992242399531663360,834,0
23,8,4,1,0,0,29770481664,0,,0,17620075680,524558139949732331520,876,0
24,8,4,1,0,0,126524547072,0,,0,5586853360,706874090931681361920,891,0
25,8,4,1,0,0,449865056256,0,,0,1676056029,753999039774292967424,896,0
26,8,4,1,0,0,1349595168768,0,,0,472733755,637999191861555363840,886,0
27,8,4,1,0,0,3435333156864,0,,0,124403620,427367880619909447680,859,0
28,8,4,1,0,0,7443221839872,0,,0,30260340,225234423569952276480,812,0
29,8,4,1,0,0,13741332627456,0,,0,6724520,92403866079980421120,760,0
30,8,4,1,0,0,21593522700288,0,,0,1344904,29041215053708132352,700,0
31,8,4,1,0,0,28791363600384,0,,0,237336,6833227071460737024,624,0
32,8,4,1,0,0,32390284050432,1,,0,,,,0
18,9,4,1,0,0,16128,0,,0,2818952281640,45464062398289920,339,0
19,9,4,1,0,0,741888,0,,0,1103068284120,818353123169218560,487,0
20,9,4,1,0,0,16321536,0,,0,416714689634,6801423808590157824,623,0
21,9,4,1,0,0,228501504,0,,0,151532617936,34625431103433375744,712,0
22,9,4,1,0,0,2285015040,0,,0,52860217452,120786391895490478080,775,0
23,9,4,1,0,0,17366114304,0,,0,17620073300,305992206972658483200,833,0
24,9,4,1,0,0,104196685824,0,,0,5586852800,582131545946534707200,881,0
25,9,4,1,0,0,506098188288,0,,0,1676055924,848248866605769818112,906,0
26,9,4,1,0,0,2024392753152,0,,0,472733741,956998759450834501632,913,0
27,9,4,1,0,0,6747975843840,0,,0,124403619,839472615898274856960,904,0
28,9,4,1,0,0,18894332362752,0,,0,30260340,571748921369878855680,880,0
29,9,4,1,0,0,44659331039232,0,,0,6724520,300312564759936368640,831,0
30,9,4,1,0,0,89318662078464,0,,0,1344904,120125025903974547456,774,0
31,9,4,1,0,0,151154658902016,0,,0,237336,35874442125168869376,714,0
32,9,4,1,0,0,215935227002880,0,5,1,,,,0
20,10,4,1,0,0,177408,0,,0,416714486144,73928483557834752,362,0
21,10,4,1,0,0,7805952,0,,0,151532540416,1182855736925356032,506,0
22,10,4,1,0,0,163924992,0,,0,52860190320,8665106275324477440,630,0
23,10,4,1,0,0,2185666560,0,,0,17620064732,38511586269767761920,718,0
24,10,4,1,0,0,20763832320,0,,0,5586850420,116004425317801574400,772,0
25,10,4,1,0,0,149499592704,0,,0,1676055364,250569594267354464256,821,0
26,10,4,1,0,0,847164358656,0,,0,472733636,400483087557058953216,853,0
27,10,4,1,0,0,3872751353856,0,,0,124403605,481784229688317050880,868,0
28,10,4,1,0,0,14522817576960,0,,0,30260339,439465383113968189440,863,0
29,10,4,1,0,0,45182099128320,0,,0,6724520,303827929230370406400,832,0
30,10,4,1,0,0,117473457733632,0,,0,1344904,157990523199792611328,789,0
31,10,4,1,0,0,256305725964288,0,,0,237336,60830575777460256768,744,0
32,10,4,1,0,0,469893830934528,0,12,1,,,,0
22,11,4,1,0,0,1182720,0,,0,52860112800,62518712610816000,355,0
23,11,4,1,0,0,49674240,0,,0,17620037600,875261976551424000,491,0
24,11,4,1,0,0,993484800,0,,0,5586841852,5550442459965849600,613,0
25,11,4,1,0,0,12584140800,0,,0,1676052984,21091686738916147200,685,0
26,11,4,1,0,0,113257267200,0,,0,472733076,53540456302809907200,736,0
27,11,4,1,0,0,770149416960,0,,0,124403500,95809282992783360000,761,0
28,11,4,1,0,0,4107463557120,0,,0,30260325,124293182164107264000,776,0
29,11,4,1,0,0,17603415244800,0,,0,6724519,118374500278547251200,773,0
30,11,4,1,0,0,61611953356800,0,,0,1344904,82862162517373747200,754,0
31,11,4,1,0,0,177990087475200,0,,0,237336,42243455401014067200,724,0
32,11,4,1,0,0,427176209940480,0,11,1,,,,0
24,12,4,1,0,0,5322240,0,,0,5586814720,29734368775372800,315,0
25,12,4,1,0,0,212889600,0,,0,1676044416,356812425304473600,434,0
26,12,4,1,0,0,4044902400,0,,0,472730696,1912149526804070400,539,0
27,12,4,1,0,0,48538828800,0,,0,124402940,6038373006876672000,620,0
28,12,4,1,0,0,412580044800,0,,0,30260220,12484762923257856000,651,0
29,12,4,1,0,0,2640512286720,0,,0,6724505,17756138074610073600,673,0
30,12,4,1,0,0,13202561433600,0,,0,1344903,17756164479732940800,674,0
31,12,4,1,0,0,52810245734400,0,,0,237336,12533772481619558400,652,0
32,12,4,1,0,0,171633298636800,0,2,1,,,,0
26,13,4,1,0,0,17031168,0,,0,472722128,8051009979285504,272,0
27,13,4,1,0,0,647184384,0,,0,124400560,80510099792855040,368,0
28,13,4,1,0,0,11649318912,0,,0,30259660,352504429508689920,433,0
29,13,4,1,0,0,132025614336,0,,0,6724400,887793041040998400,493,0
30,13,4,1,0,0,1056204914688,0,,0,1344889,1420478371509829632,517,0
31,13,4,1,0,0,6337229488128,0,,0,237335,1504046360564858880,523,0
32,13,4,1,0,0,29573737611264,1,,0,,,,0
28,14,4,1,0,0,39739392,0,,0,30257280,1202405910773760,202,0
29,14,4,1,0,0,1430618112,0,,0,6723840,9619247286190080,276,0
30,14,4,1,0,0,24320507904,0,,0,1344784,32705829901172736,322,0
31,14,4,1,0,0,259418750976,0,,0,237321,61565517400375296,354,0
32,14,4,1,0,0,1945640632320,1,,0,,,,0
30,15,4,1,0,0,68124672,0,,0,1344224,91574819094528,132,1
31,15,4,1,0,0,2316238848,0,,0,237216,549448914567168,182,0
32,15,4,1,0,0,37059821568,1,,0,,,,0
20,10,5,1,0,0,2240,0,,0,416714486144,933440448962560,197,0
21,10,5,1,0,0,98560,0,,0,151532540416,14935047183400960,295,0
22,10,5,1,0,0,2069760,0,,0,52860190320,109407907516723200,381,0
23,10,5,1,0,0,27596800,0,,0,17620064732,486257402396057600,452,0
24,10,5,1,0,0,262169600,0,,0,5586850420,1464702339871232000,520,0
25,10,5,1,0,0,1887621120,0,,0,1676055364,3163757503375687680,573,0
26,10,5,1,0,0,10696519680,0,,0,472733636,5056604640871956480,609,0
27,10,5,1,0,0,48898375680,0,,0,124403605,6083134213236326400,621,0
28,10,5,1,0,0,183368908800,0,,0,30260339,5548805342348083200,612,0
29,10,5,1,0,0,570481049600,0,,0,6724520,3836211227656192000,588,0
30,10,5,1,0,0,1483250728960,0,,0,1344904,1994829838381219840,542,0
31,10,5,1,0,0,3236183408640,0,,0,237336,768062825472983040,485,0
32,10,5,1,0,0,5933002915840,1,,0,,,,0
22,11,5,1,0,0,49280,0,,0,52860112800,2604946358784000,233,0
23,11,5,1,0,0,2069760,0,,0,17620037600,36469249022976000,331,0
24,11,5,1,0,0,41395200,0,,0,5586841852,231268435831910400,417,0
25,11,5,1,0,0,524339200,0,,0,1676052984,878820280788172800,492,0
26,11,5,1,0,0,4719052800,0,,0,472733076,2230852345950412800,554,0
27,11,5,1,0,0,32089559040,0,,0,124403500,3992053458032640000,591,0
28,11,5,1,0,0,171144314880,0,,0,30260325,5178882590171136000,611,0
29,11,5,1,0,0,733475635200,0,,0,6724519,4932270844939468800,605,0
30,11,5,1,0,0,2567164723200,0,,0,1344904,3452590104890572800,583,0
31,11,5,1,0,0,7416253644800,0,,0,237336,1760143975042252800,532,0
32,11,5,1,0,0,17799008747520,1,,0,,,,0
24,12,5,1,0,0,492800,0,,0,5586814720,2753182294016000,235,0
25,12,5,1,0,0,19712000,0,,0,1676044416,33038187528192000,323,0
26,12,5,1,0,0,374528000,0,,0,472730696,177050882111488000,398,0
27,12,5,1,0,0,4494336000,0,,0,124402940,559108611747840000,461,0
28,12,5,1,0,0,38201856000,0,,0,30260220,1155996566968320000,503,0
29,12,5,1,0,0,244491878400,0,,0,6724505,1644086858760192000,527,0
30,12,5,1,0,0,1222459392000,0,,0,1344903,1644089303678976000,528,0
31,12,5,1,0,0,4889837568000,0,,0,237336,1160534489038848000,504,0
32,12,5,1,0,0,15891972096000,1,,0,,,,0
26,13,5,1,0,0,2956800,0,,0,472722128,1397744788070400,208,0
27,13,5,1,0,0,112358400,0,,0,124400560,13977447880704000,292,0
28,13,5,1,0,0,2022451200,0,,0,30259660,61198685678592000,353,0
29,13,5,1,0,0,22921113600,0,,0,6724400,154130736291840000,395,0
30,13,5,1,0,0,183368908800,0,,0,1344889,246610828387123200,422,0
31,13,5,1,0,0,1100213452800,0,,0,237335,261119159820288000,426,0
32,13,5,1,0,0,5134329446400,1,,0,,,,0
28,14,5,1,0,0,11827200,0,,0,30257280,357858902016000,167,1
29,14,5,1,0,0,425779200,0,,0,6723840,2862871216128000,236,0
30,14,5,1,0,0,7238246400,0,,0,1344784,9733877946777600,277,0
31,14,5,1,0,0,77207961600,0,,0,237321,18323070654873600,301,0
32,14,5,1,0,0,579059712000,1,,0,,,,0
30,15,5,1,0,0,33116160,0,,0,1344224,44515537059840,109,1
31,15,5,1,0,0,1125949440,0,,0,237216,267093222359040,155,1
32,15,5,1,0,0,18015191040,1,,0,,,,0
24,12,6,1,0,0,4480,0,,0,5586814720,25028929945600,96,1
25,12,6,1,0,0,179200,0,,0,1676044416,300347159347200,161,1
26,12,6,1,0,0,3404800,0,,0,472730696,1609553473740800,210,0
27,12,6,1,0,0,40857600,0,,0,124402940,5082805561344000,257,0
28,12,6,1,0,0,347289600,0,,0,30260220,10509059699712000,279,0
29,12,6,1,0,0,2222653440,0,,0,6724505,14946244170547200,296,0
30,12,6,1,0,0,11113267200,0,,0,1344903,14946266397081600,297,0
31,12,6,1,0,0,44453068800,0,,0,237336,10550313536716800,280,0
32,12,6,1,0,0,144472473600,1,,0,,,,0
26,13,6,1,0,0,89600,0,,0,472722128,42355902668800,106,1
27,13,6,1,0,0,3404800,0,,0,124400560,423559026688000,175,1
28,13,6,1,0,0,61286400,0,,0,30259660,1854505626624000,215,0
29,13,6,1,0,0,694579200,0,,0,6724400,4670628372480000,251,0
30,13,6,1,0,0,5556633600,0,,0,1344889,7473055405670400,267,0
31,13,6,1,0,0,33339801600,0,,0,237335,7912701812736000,270,0
32,13,6,1,0,0,155585740800,1,,0,,,,0
28,14,6,1,0,0,806400,0,,0,30257280,24399470592000,94,1
29,14,6,1,0,0,29030400,0,,0,6723840,195195764736000,147,1
30,14,6,1,0,0,493516800,0,,0,1344784,663673496371200,187,0
31,14,6,1,0,0,5264179200,0,,0,237321,1249300271923200,203,0
32,14,6,1,0,0,39481344000,1,,0,,,,0
30,15,6,1,0,0,4300800,0,,0,1344224,5781238579200,68,1
31,15,6,1,0,0,146227200,0,,0,237216,34687431475200,101,1
32,15,6,1,0,0,2339635200,1,,0,,,,0
28,14,7,1,0,0,5376,0,,0,30257280,162663137280,23,1
29,14,7,1,0,0,193536,0,,0,6723840,1301305098240,46,1
30,14,7,1,0,0,3290112,0,,0,1344784,4424489975808,64,1
31,14,7,1,0,0,35094528,0,,0,237321,8328668479488,76,1
32,14,7,1,0,0,263208960,1,,0,,,,0
